kernel,batch,block,grid,median_total_ms,throughput_ops_s
poly_reduce_n,8192,192,43,0.210943997,38834952.025867
poly_reduce_n,8192,256,32,0.214015990,38277513.661603
poly_reduce_n,8192,512,16,0.210943997,38834952.025867
poly_reduce_n,8192,1024,8,0.212991998,38461538.894996
pack_ciphertext_n,8192,16,512,5.262335777,1556723.163764
pack_ciphertext_n,8192,32,256,3.235840082,2531645.505333
pack_ciphertext_n,8192,64,128,3.283967972,2494543.208199
pack_ciphertext_n,8192,128,64,3.966975927,2065049.082732
pack_ciphertext_n,8192,192,43,3.282943964,2495321.299974
pack_ciphertext_n,8192,256,32,4.176896095,1961264.971198
pack_ciphertext_n,8192,512,16,5.177343845,1582278.528271
pack_ciphertext_n,8192,1024,8,5.096447945,1607394.029917
unpack_ciphertext_n,8192,16,512,2.228224039,3676470.523759
unpack_ciphertext_n,8192,32,256,2.033663988,4028197.405216
unpack_ciphertext_n,8192,64,128,2.016256094,4062975.940638
unpack_ciphertext_n,8192,128,64,2.082815886,3933136.892636
unpack_ciphertext_n,8192,192,43,1.984511971,4127967.035602
unpack_ciphertext_n,8192,256,32,2.302975893,3557136.670352
unpack_ciphertext_n,8192,512,16,3.190783978,2567394.113091
unpack_ciphertext_n,8192,1024,8,3.158015966,2594033.750025
unpack_sk_n,8192,16,512,1.402879953,5839416.252429
unpack_sk_n,8192,32,256,1.240064025,6606110.519571
unpack_sk_n,8192,64,128,1.229823947,6661116.024206
unpack_sk_n,8192,128,64,1.271808028,6441223.689599
unpack_sk_n,8192,192,43,1.222656012,6700167.440721
unpack_sk_n,8192,256,32,1.411072016,5805515.174627
unpack_sk_n,8192,512,16,2.210815907,3705419.332213
unpack_sk_n,8192,1024,8,2.113535881,3875969.210402
poly_sub_n,8192,16,512,0.240640000,34042553.260970
poly_sub_n,8192,32,256,0.116736002,70175437.234049
poly_sub_n,8192,64,128,0.124927998,65573771.757261
poly_sub_n,8192,128,64,0.116736002,70175437.234049
poly_sub_n,8192,192,43,0.122879997,66666668.350808
poly_sub_n,8192,256,32,0.120832004,67796608.119833
poly_sub_n,8192,512,16,0.120832004,67796608.119833
poly_sub_n,8192,1024,8,0.122879997,66666668.350808
poly_tomsg_n,8192,16,512,0.361472011,22662888.853052
poly_tomsg_n,8192,32,256,0.227328002,36036035.647210
poly_tomsg_n,8192,64,128,0.229376003,35714285.224421
poly_tomsg_n,8192,128,64,0.235520005,34782607.923834
poly_tomsg_n,8192,192,43,0.228351995,35874440.192573
poly_tomsg_n,8192,256,32,0.261119992,31372550.035935
poly_tomsg_n,8192,512,16,0.306176007,26755852.249103
poly_tomsg_n,8192,1024,8,0.299008012,27397259.191129
