kernel,batch,block,grid,median_total_ms,throughput_ops_s
polyvec_pointwise_acc_n,512,1024,1,23.197696686,22071.156759
poly_frommont_n,512,16,32,0.297984004,1718213.035235
poly_frommont_n,512,32,16,0.295935988,1730103.873891
poly_frommont_n,512,64,8,0.294912010,1736111.049703
poly_frommont_n,512,128,4,0.296959996,1724137.952961
poly_frommont_n,512,192,3,0.297984004,1718213.035235
poly_frommont_n,512,256,2,0.297984004,1718213.035235
poly_frommont_n,512,512,1,0.300032020,1706484.530073
poly_frommont_n,512,1024,1,0.302080005,1694915.223898
polyvec_add_n,512,16,32,0.508928001,1006036.215471
polyvec_add_n,512,32,16,0.498687983,1026694.081081
polyvec_add_n,512,64,8,0.501760006,1020408.151163
polyvec_add_n,512,128,4,0.502784014,1018329.911055
polyvec_add_n,512,192,3,0.505856037,1012145.674676
polyvec_add_n,512,256,2,0.505855978,1012145.793937
polyvec_add_n,512,512,1,0.517120004,990099.002816
polyvec_add_n,512,1024,1,0.519168019,986193.257234
polyvec_reduce_n,512,16,32,0.573440015,892857.119010
polyvec_reduce_n,512,32,16,0.569343984,899280.600611
polyvec_reduce_n,512,64,8,0.570367992,897666.080932
polyvec_reduce_n,512,128,4,0.572416008,894454.371078
polyvec_reduce_n,512,192,3,0.574463964,891265.653763
polyvec_reduce_n,512,256,2,0.577535987,886524.842803
polyvec_reduce_n,512,512,1,0.585727990,874125.889537
polyvec_reduce_n,512,1024,1,0.587776005,871080.131566
pack_sk_n,512,16,32,0.406527996,1259445.856025
pack_sk_n,512,32,16,0.403456002,1269035.525214
pack_sk_n,512,64,8,0.412672013,1240694.749864
pack_sk_n,512,128,4,1.040384054,492125.958622
pack_sk_n,512,192,3,1.082368016,473036.889779
pack_sk_n,512,256,2,1.234943986,414593.702896
pack_sk_n,512,512,1,2.201600075,232558.131637
pack_sk_n,512,1024,1,2.193408012,233426.702696
pack_pk_n,512,16,32,0.411648005,1243781.078673
pack_pk_n,512,32,16,0.410623997,1246882.800761
pack_pk_n,512,64,8,0.411648005,1243781.078673
pack_pk_n,512,128,4,1.053696036,485908.632416
pack_pk_n,512,192,3,1.079295993,474383.304850
pack_pk_n,512,256,2,1.244160056,411522.615184
pack_pk_n,512,512,1,2.212863922,231374.371864
pack_pk_n,512,1024,1,2.206720114,232018.549525
unpack_pk_n,512,16,32,0.155647993,3289473.830294
unpack_pk_n,512,32,16,0.174079999,2941176.481948
unpack_pk_n,512,64,8,0.174079999,2941176.481948
unpack_pk_n,512,128,4,0.182272002,2808988.731667
unpack_pk_n,512,192,3,0.204799995,2500000.063155
unpack_pk_n,512,256,2,0.244736001,2092050.201550
unpack_pk_n,512,512,1,1.032191992,496031.749969
unpack_pk_n,512,1024,1,1.028095961,498007.987205
poly_frommsg_n,512,16,32,0.039935999,12820513.263978
poly_frommsg_n,512,32,16,0.043008000,11904761.999267
poly_frommsg_n,512,64,8,0.040959999,12500000.315777
poly_frommsg_n,512,128,4,0.043008000,11904761.999267
poly_frommsg_n,512,192,3,0.041983999,12195122.151085
poly_frommsg_n,512,256,2,0.043008000,11904761.999267
poly_frommsg_n,512,512,1,0.044032000,11627906.975359
poly_frommsg_n,512,1024,1,0.044032000,11627906.975359
polyvec_invntt_n,512,16,32,3.344383955,153092.469910
polyvec_invntt_n,512,32,16,3.299328089,155183.111902
polyvec_invntt_n,512,64,8,3.260416031,157035.174392
polyvec_invntt_n,512,128,4,3.289088011,155666.251046
polyvec_invntt_n,512,192,3,3.305471897,154894.676444
polyvec_invntt_n,512,256,2,3.295232058,155376.007229
polyvec_invntt_n,512,512,1,3.005439997,170357.751464
polyvec_invntt_n,512,1024,1,3.322880030,154083.203554
poly_invntt_n,512,16,32,0.822272003,622665.004184
poly_invntt_n,512,32,16,0.814080000,628930.817669
poly_invntt_n,512,64,8,0.814080000,628930.817669
poly_invntt_n,512,128,4,0.815104008,628140.697568
poly_invntt_n,512,192,3,0.816128016,627352.560217
poly_invntt_n,512,256,2,0.819200039,624999.970314
poly_invntt_n,512,512,1,0.835584044,612745.065439
poly_invntt_n,512,1024,1,0.834560037,613496.905567
poly_add_n,512,16,32,0.138240010,3703703.447941
poly_add_n,512,32,16,0.132095993,3875969.210402
poly_add_n,512,64,8,0.133120000,3846153.835683
poly_add_n,512,128,4,0.132095993,3875969.210402
poly_add_n,512,192,3,0.133120000,3846153.835683
poly_add_n,512,256,2,0.134144008,3816793.660964
poly_add_n,512,512,1,0.139264002,3676470.523759
poly_add_n,512,1024,1,0.139264002,3676470.523759
poly_reduce_n,512,16,32,0.148479998,3448275.905922
poly_reduce_n,512,32,16,0.146432012,3496503.202337
poly_reduce_n,512,64,8,0.147456005,3472222.099407
poly_reduce_n,512,128,4,0.147456005,3472222.099407
poly_reduce_n,512,192,3,0.148479998,3448275.905922
poly_reduce_n,512,256,2,0.148479998,3448275.905922
poly_reduce_n,512,512,1,0.150528014,3401360.234510
poly_reduce_n,512,1024,1,0.150528014,3401360.234510
pack_ciphertext_n,512,16,32,1.025024056,499500.472000
pack_ciphertext_n,512,32,16,1.046527982,489236.799134
pack_ciphertext_n,512,64,8,1.034240007,495049.501408
pack_ciphertext_n,512,128,4,1.123327971,455788.526097
pack_ciphertext_n,512,192,3,1.228800058,416666.646876
pack_ciphertext_n,512,256,2,1.320960045,387596.886062
pack_ciphertext_n,512,512,1,2.289664030,223613.592769
pack_ciphertext_n,512,1024,1,2.293760061,223214.279752
unpack_ciphertext_n,512,16,32,0.199680001,2564102.557122
unpack_ciphertext_n,512,32,16,0.223232001,2293577.970697
unpack_ciphertext_n,512,64,8,0.223232001,2293577.970697
unpack_ciphertext_n,512,128,4,0.233472005,2192982.413564
unpack_ciphertext_n,512,192,3,0.264191985,1937984.605201
unpack_ciphertext_n,512,256,2,0.308223993,1661129.608062
unpack_ciphertext_n,512,512,1,1.156095982,442869.803329
unpack_ciphertext_n,512,1024,1,1.155071974,443262.421402
unpack_sk_n,512,16,32,0.152575999,3355704.709019
unpack_sk_n,512,32,16,0.171008006,2994011.875582
unpack_sk_n,512,64,8,0.171008006,2994011.875582
unpack_sk_n,512,128,4,0.175104007,2923976.489212
unpack_sk_n,512,192,3,0.193535998,2645502.666504
unpack_sk_n,512,256,2,0.227328002,2252252.227951
unpack_sk_n,512,512,1,0.987136006,518672.195831
unpack_sk_n,512,1024,1,0.990208030,517063.066163
poly_sub_n,512,16,32,0.068608001,7462686.472040
poly_sub_n,512,32,16,0.066560000,7692307.671367
poly_sub_n,512,64,8,0.066560000,7692307.671367
poly_sub_n,512,128,4,0.067584001,7575757.516588
poly_sub_n,512,192,3,0.067584001,7575757.516588
poly_sub_n,512,256,2,0.067584001,7575757.516588
poly_sub_n,512,512,1,0.069632001,7352941.047517
poly_sub_n,512,1024,1,0.068608001,7462686.472040
poly_tomsg_n,512,16,32,0.116736002,4385964.827128
poly_tomsg_n,512,32,16,0.115712002,4424778.687652
poly_tomsg_n,512,64,8,0.115712002,4424778.687652
poly_tomsg_n,512,128,4,0.119808003,4273504.155567
poly_tomsg_n,512,192,3,0.120832004,4237288.007490
poly_tomsg_n,512,256,2,0.122879997,4166666.771926
poly_tomsg_n,512,512,1,0.168960005,3030302.939822
poly_tomsg_n,512,1024,1,0.168960005,3030302.939822
