kernel,batch,block,grid,median_total_ms,throughput_ops_s
polyvec_add_n,256,256,1,0.496639997,515463.920881
polyvec_add_n,256,512,1,0.496639997,515463.920881
polyvec_add_n,256,1024,1,0.495615989,516528.937115
polyvec_reduce_n,256,16,16,0.571392000,448028.674053
polyvec_reduce_n,256,32,8,0.567296028,451263.515524
polyvec_reduce_n,256,64,4,0.567296028,451263.515524
polyvec_reduce_n,256,128,2,0.567296028,451263.515524
polyvec_reduce_n,256,192,2,0.569343984,449640.300305
polyvec_reduce_n,256,256,1,0.571392000,448028.674053
polyvec_reduce_n,256,512,1,0.571392000,448028.674053
polyvec_reduce_n,256,1024,1,0.570367992,448833.040466
pack_sk_n,256,16,16,0.377855986,677506.799531
pack_sk_n,256,32,8,0.398335993,642673.532677
pack_sk_n,256,64,4,0.402431995,636132.323936
pack_sk_n,256,128,2,1.040384054,246062.979311
pack_sk_n,256,192,2,1.059839964,241545.901944
pack_sk_n,256,256,1,1.233919978,207468.883343
pack_sk_n,256,512,1,1.241088033,206270.621624
pack_sk_n,256,1024,1,1.227776051,208507.080653
pack_pk_n,256,16,16,0.380928010,672042.993554
pack_pk_n,256,32,8,0.403456002,634517.762607
pack_pk_n,256,64,4,0.409599990,625000.015789
pack_pk_n,256,128,2,1.044479966,245098.047156
pack_pk_n,256,192,2,1.071104050,239005.725052
pack_pk_n,256,256,1,1.246207952,205423.179564
pack_pk_n,256,512,1,1.243136048,205930.799245
pack_pk_n,256,1024,1,1.247231960,205254.522133
unpack_pk_n,256,16,16,0.152575999,1677852.354510
unpack_pk_n,256,32,8,0.171008006,1497005.937791
unpack_pk_n,256,64,4,0.172031999,1488095.249908
unpack_pk_n,256,128,2,0.180224001,1420454.534360
unpack_pk_n,256,192,2,0.203776002,1256281.395135
unpack_pk_n,256,256,1,0.242688000,1054852.319796
unpack_pk_n,256,512,1,0.242688000,1054852.319796
unpack_pk_n,256,1024,1,0.242688000,1054852.319796
poly_frommsg_n,256,16,16,0.038911998,6578947.660588
poly_frommsg_n,256,32,8,0.039935999,6410256.631989
poly_frommsg_n,256,64,4,0.041983999,6097561.075543
poly_frommsg_n,256,128,2,0.043008000,5952380.999633
poly_frommsg_n,256,192,2,0.041983999,6097561.075543
poly_frommsg_n,256,256,1,0.043008000,5952380.999633
poly_frommsg_n,256,512,1,0.043008000,5952380.999633
poly_frommsg_n,256,1024,1,0.043008000,5952380.999633
polyvec_invntt_n,256,16,16,3.330048084,76875.766813
polyvec_invntt_n,256,32,8,3.034111977,84373.945976
polyvec_invntt_n,256,64,4,3.280895948,78027.466895
polyvec_invntt_n,256,128,2,3.290112019,77808.900899
polyvec_invntt_n,256,192,2,3.316735983,77184.316545
polyvec_invntt_n,256,256,1,3.148799896,81300.815687
polyvec_invntt_n,256,512,1,3.295232058,77688.003615
polyvec_invntt_n,256,1024,1,3.299328089,77591.555951
poly_invntt_n,256,16,16,0.821247995,311720.700190
poly_invntt_n,256,32,8,0.812031984,315258.518064
poly_invntt_n,256,64,4,0.813055992,314861.464006
poly_invntt_n,256,128,2,0.814080000,314465.408835
poly_invntt_n,256,192,2,0.815104008,314070.348784
poly_invntt_n,256,256,1,0.818176031,312891.101994
poly_invntt_n,256,512,1,0.818176031,312891.101994
poly_invntt_n,256,1024,1,0.817152023,313283.199081
poly_add_n,256,16,16,0.130048007,1968503.834487
poly_add_n,256,32,8,0.129023999,1984126.999878
poly_add_n,256,64,4,0.130048007,1968503.834487
poly_add_n,256,128,2,0.130048007,1968503.834487
poly_add_n,256,192,2,0.130048007,1968503.834487
poly_add_n,256,256,1,0.130048007,1968503.834487
poly_add_n,256,512,1,0.131072000,1953125.004931
poly_add_n,256,1024,1,0.130048007,1968503.834487
poly_reduce_n,256,16,16,0.146432012,1748251.601168
poly_reduce_n,256,32,8,0.145408005,1760563.325527
poly_reduce_n,256,64,4,0.146432012,1748251.601168
poly_reduce_n,256,128,2,0.145408005,1760563.325527
poly_reduce_n,256,192,2,0.146432012,1748251.601168
poly_reduce_n,256,256,1,0.147456005,1736111.049703
poly_reduce_n,256,512,1,0.146432012,1748251.601168
poly_reduce_n,256,1024,1,0.146432012,1748251.601168
pack_ciphertext_n,256,16,16,0.977919996,261780.105840
pack_ciphertext_n,256,32,8,0.992255986,257997.939725
pack_ciphertext_n,256,64,4,1.031167984,248262.168696
pack_ciphertext_n,256,128,2,1.117184043,229147.562230
pack_ciphertext_n,256,192,2,1.217535973,210260.728030
pack_ciphertext_n,256,256,1,1.319936037,193948.792071
pack_ciphertext_n,256,512,1,1.317888021,194250.191086
pack_ciphertext_n,256,1024,1,1.323007941,193498.460606
unpack_ciphertext_n,256,16,16,0.198655993,1288659.840868
unpack_ciphertext_n,256,32,8,0.221184000,1157407.405456
unpack_ciphertext_n,256,64,4,0.223232001,1146788.985348
unpack_ciphertext_n,256,128,2,0.231424004,1106194.671913
unpack_ciphertext_n,256,192,2,0.263168007,972762.619539
unpack_ciphertext_n,256,256,1,0.308223993,830564.804031
unpack_ciphertext_n,256,512,1,0.307200015,833333.293752
unpack_ciphertext_n,256,1024,1,0.308223993,830564.804031
unpack_sk_n,256,16,16,0.150527999,1700680.285610
unpack_sk_n,256,32,8,0.171008006,1497005.937791
unpack_sk_n,256,64,4,0.169983998,1506024.114628
unpack_sk_n,256,128,2,0.174079999,1470588.240974
unpack_sk_n,256,192,2,0.193535998,1322751.333252
unpack_sk_n,256,256,1,0.226303995,1131221.746172
unpack_sk_n,256,512,1,0.226303995,1131221.746172
unpack_sk_n,256,1024,1,0.226303995,1131221.746172
poly_sub_n,256,16,16,0.065536000,3906250.009862
poly_sub_n,256,32,8,0.065536000,3906250.009862
poly_sub_n,256,64,4,0.065536000,3906250.009862
poly_sub_n,256,128,2,0.065536000,3906250.009862
poly_sub_n,256,192,2,0.065536000,3906250.009862
poly_sub_n,256,256,1,0.066560000,3846153.835683
poly_sub_n,256,512,1,0.065536000,3906250.009862
poly_sub_n,256,1024,1,0.066560000,3846153.835683
poly_tomsg_n,256,16,16,0.112640001,2272727.254976
poly_tomsg_n,256,32,8,0.115712002,2212389.343826
poly_tomsg_n,256,64,4,0.115712002,2212389.343826
poly_tomsg_n,256,128,2,0.119808003,2136752.077783
poly_tomsg_n,256,192,2,0.119808003,2136752.077783
poly_tomsg_n,256,256,1,0.122879997,2083333.385963
poly_tomsg_n,256,512,1,0.123903997,2066115.748462
poly_tomsg_n,256,1024,1,0.122879997,2083333.385963
