kernel,batch,block,grid,median_total_ms,throughput_ops_s
poly_add_n,4096,128,32,0.178176001,22988505.654966
poly_add_n,4096,192,22,0.181248009,22598868.908791
poly_add_n,4096,256,16,0.178176001,22988505.654966
poly_add_n,4096,512,8,0.179199994,22857143.672145
poly_add_n,4096,1024,4,0.185344011,22099446.250936
poly_reduce_n,4096,16,256,0.221184000,18518518.487299
poly_reduce_n,4096,32,128,0.174079999,23529411.855582
poly_reduce_n,4096,64,64,0.169983998,24096385.834043
poly_reduce_n,4096,128,32,0.169983998,24096385.834043
poly_reduce_n,4096,192,22,0.172031999,23809523.998534
poly_reduce_n,4096,256,16,0.171007991,23952097.091778
poly_reduce_n,4096,512,8,0.174079999,23529411.855582
poly_reduce_n,4096,1024,4,0.179199994,22857143.672145
pack_ciphertext_n,4096,16,256,2.147327900,1907486.974918
pack_ciphertext_n,4096,32,128,2.041856050,2006018.004557
pack_ciphertext_n,4096,64,64,2.115583897,1936108.516666
pack_ciphertext_n,4096,128,32,2.221055984,1844167.832144
pack_ciphertext_n,4096,192,22,2.206720114,1856148.396197
pack_ciphertext_n,4096,256,16,2.423808098,1689902.762373
pack_ciphertext_n,4096,512,8,2.407423973,1701403.677041
pack_ciphertext_n,4096,1024,4,4.376575947,935891.447968
unpack_ciphertext_n,4096,16,256,0.415744007,9852216.591563
unpack_ciphertext_n,4096,32,128,0.424959987,9638554.502605
unpack_ciphertext_n,4096,64,64,1.173503995,3490401.411206
unpack_ciphertext_n,4096,128,32,1.072128057,3820439.145701
unpack_ciphertext_n,4096,192,22,1.050624013,3898635.429539
unpack_ciphertext_n,4096,256,16,1.191936016,3436426.070471
unpack_ciphertext_n,4096,512,8,1.189888000,3442340.790326
unpack_ciphertext_n,4096,1024,4,2.372607946,1726370.345434
unpack_sk_n,4096,16,256,0.316415995,12944984.008622
unpack_sk_n,4096,32,128,0.319487989,12820513.263978
unpack_sk_n,4096,64,64,0.355327994,11527377.728222
unpack_sk_n,4096,128,32,0.387071997,10582010.666015
unpack_sk_n,4096,192,22,0.361472011,11331444.426526
unpack_sk_n,4096,256,16,1.037312031,3948667.207563
unpack_sk_n,4096,512,8,1.034240007,3960396.011265
unpack_sk_n,4096,1024,4,2.060287952,1988071.616486
poly_sub_n,4096,16,256,0.129023999,31746031.998045
poly_sub_n,4096,32,128,0.090112001,45454545.099527
poly_sub_n,4096,64,64,0.095232002,43010751.587469
poly_sub_n,4096,128,32,0.092160001,44444443.770673
poly_sub_n,4096,192,22,0.093184002,43956043.133475
poly_sub_n,4096,256,16,0.092160001,44444443.770673
poly_sub_n,4096,512,8,0.090112001,45454545.099527
poly_sub_n,4096,1024,4,0.099327996,41237114.907778
poly_tomsg_n,4096,16,256,0.193535998,21164021.332030
poly_tomsg_n,4096,32,128,0.171008006,23952095.004659
poly_tomsg_n,4096,64,64,0.172031999,23809523.998534
poly_tomsg_n,4096,128,32,0.174079999,23529411.855582
poly_tomsg_n,4096,192,22,0.175104007,23391811.913695
poly_tomsg_n,4096,256,16,0.187391996,21857923.919087
poly_tomsg_n,4096,512,8,0.186368003,21978021.566738
poly_tomsg_n,4096,1024,4,0.280575991,14598540.631073
