kernel,batch,block,grid,median_total_ms,throughput_ops_s
polyvec_reduce_n,32768,256,128,5.102591991,6421834.247196
polyvec_reduce_n,32768,512,64,4.836352348,6775354.159490
polyvec_reduce_n,32768,1024,32,3.588096142,9132419.730376
pack_sk_n,32768,16,2048,15.235072136,2150826.704833
pack_sk_n,32768,32,1024,30.085119247,1089176.337660
pack_sk_n,32768,64,512,30.968832016,1058096.087805
pack_sk_n,32768,128,256,32.523265839,1007524.895027
pack_sk_n,32768,192,171,32.100353241,1020798.735578
pack_sk_n,32768,256,128,31.973375320,1024852.699210
pack_sk_n,32768,512,64,32.408576965,1011090.367684
pack_sk_n,32768,1024,32,13.093888283,2502541.589812
pack_pk_n,32768,16,2048,16.527360916,1982651.686877
pack_pk_n,32768,32,1024,31.475711823,1041056.678393
pack_pk_n,32768,64,512,34.111488342,960614.783829
pack_pk_n,32768,128,256,34.450431824,951163.694193
pack_pk_n,32768,192,171,34.596862793,947137.900800
pack_pk_n,32768,256,128,34.469886780,950626.853211
pack_pk_n,32768,512,64,33.876991272,967264.174582
pack_pk_n,32768,1024,32,13.821951866,2370721.611341
unpack_pk_n,32768,16,2048,7.038976192,4655222.450537
unpack_pk_n,32768,32,1024,19.484672546,1681732.136991
unpack_pk_n,32768,64,512,34.075649261,961625.110898
unpack_pk_n,32768,128,256,33.783809662,969932.057041
unpack_pk_n,32768,192,171,33.378303528,981715.561807
unpack_pk_n,32768,256,128,34.162689209,959175.075462
unpack_pk_n,32768,512,64,34.203647614,958026.476306
unpack_pk_n,32768,1024,32,8.274623871,3960059.153315
poly_frommsg_n,32768,16,2048,0.232447997,140969164.975322
poly_frommsg_n,32768,32,1024,0.263168007,124513615.301050
poly_frommsg_n,32768,64,512,0.327679992,100000002.526213
poly_frommsg_n,32768,128,256,0.319487989,102564106.111823
poly_frommsg_n,32768,192,171,0.302080005,108474574.329455
poly_frommsg_n,32768,256,128,0.272383988,120300757.222181
poly_frommsg_n,32768,512,64,0.323583990,101265825.809333
poly_frommsg_n,32768,1024,32,0.320479989,102246633.547849
polyvec_invntt_n,32768,16,2048,43.886592865,746651.718916
polyvec_invntt_n,32768,32,1024,25.569280624,1281537.814120
polyvec_invntt_n,32768,64,512,25.260032654,1297227.143333
polyvec_invntt_n,32768,128,256,24.328191757,1346914.736904
polyvec_invntt_n,32768,192,171,23.755775452,1379369.832262
polyvec_invntt_n,32768,256,128,23.780351639,1377944.300308
polyvec_invntt_n,32768,512,64,24.443904877,1340538.680922
polyvec_invntt_n,32768,1024,32,24.412160873,1342281.831171
poly_invntt_n,32768,16,2048,22.483966827,1457394.073366
poly_invntt_n,32768,32,1024,12.200960159,2685690.271271
poly_invntt_n,32768,64,512,10.761216164,3045008.993568
poly_invntt_n,32768,128,256,10.903552055,3005259.188348
poly_invntt_n,32768,192,171,10.313728333,3177124.599713
poly_invntt_n,32768,256,128,10.338304520,3169571.948447
poly_invntt_n,32768,512,64,10.769408226,3042692.719257
poly_invntt_n,32768,1024,32,8.957952499,3657978.762695
poly_add_n,32768,16,2048,2.794496059,11725906.676293
poly_add_n,32768,32,1024,0.802816033,40816324.834372
poly_add_n,32768,64,512,0.735231996,44568245.393123
poly_add_n,32768,128,256,0.719871998,45519203.550949
poly_add_n,32768,192,171,0.713728011,45911046.660413
poly_add_n,32768,256,128,0.709632039,46176043.633737
poly_add_n,32768,512,64,0.711679995,46043165.787228
poly_add_n,32768,1024,32,0.712704003,45977011.309932
poly_reduce_n,32768,16,2048,2.494463921,13136289.416528
poly_reduce_n,32768,32,1024,0.679936051,48192767.443406
poly_reduce_n,32768,64,512,0.602111995,54421769.139506
poly_reduce_n,32768,128,256,0.596992016,54888506.262465
poly_reduce_n,32768,192,171,0.612352014,53511704.498206
poly_reduce_n,32768,256,128,0.596992016,54888506.262465
poly_reduce_n,32768,512,64,0.595968008,54982817.127534
poly_reduce_n,32768,1024,32,0.596992016,54888506.262465
pack_ciphertext_n,32768,16,2048,19.067903519,1718489.920400
pack_ciphertext_n,32768,32,1024,28.502016068,1149673.059000
pack_ciphertext_n,32768,64,512,24.651775360,1329234.893687
pack_ciphertext_n,32768,128,256,26.625024796,1230721.858539
pack_ciphertext_n,32768,192,171,26.723327637,1226194.598422
pack_ciphertext_n,32768,256,128,29.379583359,1115332.358525
pack_ciphertext_n,32768,512,64,28.998655319,1129983.429897
pack_ciphertext_n,32768,1024,32,29.607936859,1106730.271545
unpack_ciphertext_n,32768,16,2048,8.217599869,3987539.004486
unpack_ciphertext_n,32768,32,1024,22.605823517,1449537.990756
unpack_ciphertext_n,32768,64,512,29.688831329,1103714.714685
unpack_ciphertext_n,32768,128,256,29.833215714,1098373.045490
unpack_ciphertext_n,32768,192,171,27.745279312,1181029.739559
unpack_ciphertext_n,32768,256,128,30.049280167,1090475.373064
unpack_ciphertext_n,32768,512,64,25.829376221,1268633.037051
unpack_ciphertext_n,32768,1024,32,25.842687607,1267979.573122
unpack_sk_n,32768,16,2048,6.090752125,5379959.540079
unpack_sk_n,32768,32,1024,17.306623459,1893379.149196
unpack_sk_n,32768,64,512,32.299007416,1014520.340461
unpack_sk_n,32768,128,256,32.160766602,1018881.185451
unpack_sk_n,32768,192,171,31.951871872,1025542.419903
unpack_sk_n,32768,256,128,32.285694122,1014938.686957
unpack_sk_n,32768,512,64,32.514049530,1007810.484195
unpack_sk_n,32768,1024,32,18.059263229,1814470.478879
poly_sub_n,32768,16,2048,1.405951977,23306628.207272
poly_sub_n,32768,32,1024,0.403456002,81218273.613677
poly_sub_n,32768,64,512,0.365568012,89635851.399597
poly_sub_n,32768,128,256,0.359423995,91168092.431777
poly_sub_n,32768,192,171,0.364544004,89887639.413355
poly_sub_n,32768,256,128,0.356352001,91954022.619865
poly_sub_n,32768,512,64,0.357376009,91690542.045569
poly_sub_n,32768,1024,32,0.361472011,90651555.412208
poly_tomsg_n,32768,16,2048,2.357248068,13900955.290550
poly_tomsg_n,32768,32,1024,2.053119898,15960100.544754
poly_tomsg_n,32768,64,512,2.002943993,16359918.260731
poly_tomsg_n,32768,128,256,2.034687996,16104680.455115
poly_tomsg_n,32768,192,171,2.079744101,15755784.565519
poly_tomsg_n,32768,256,128,2.144256115,15281756.582802
poly_tomsg_n,32768,512,64,2.207743883,14842301.342264
poly_tomsg_n,32768,1024,32,0.935935974,35010941.887100
