kernel,batch,block,grid,median_total_ms,throughput_ops_s
poly_sub_n,1024,64,16,0.071680002,14285713.904157
poly_sub_n,1024,128,8,0.070656002,14492753.301598
poly_sub_n,1024,192,6,0.072704002,14084506.604212
poly_sub_n,1024,256,4,0.071680002,14285713.904157
poly_sub_n,1024,512,2,0.063487999,16129032.476237
poly_sub_n,1024,1024,1,0.074752003,13698629.595564
poly_tomsg_n,1024,16,64,0.118784003,8620689.440372
poly_tomsg_n,1024,32,32,0.120832004,8474576.014979
poly_tomsg_n,1024,64,16,0.120832004,8474576.014979
poly_tomsg_n,1024,128,8,0.120832004,8474576.014979
poly_tomsg_n,1024,192,6,0.121855997,8403361.582515
poly_tomsg_n,1024,256,4,0.125952005,8130080.953129
poly_tomsg_n,1024,512,2,0.139264002,7352941.047517
poly_tomsg_n,1024,1024,1,0.266240001,3846153.835683
