kernel,batch,block,grid,median_total_ms,throughput_ops_s
poly_invntt_n,16384,16,1024,12.307456017,1331225.557742
poly_invntt_n,16384,32,512,6.600704193,2482159.406127
poly_invntt_n,16384,64,256,4.656127930,3518803.659911
poly_invntt_n,16384,128,128,4.604928017,3557927.494353
poly_invntt_n,16384,192,86,3.609568119,4539047.182275
poly_invntt_n,16384,256,64,4.607999802,3555555.708614
poly_invntt_n,16384,512,32,4.601856232,3560302.446473
poly_invntt_n,16384,1024,16,6.443008423,2542911.466931
poly_add_n,16384,16,1024,1.432576060,11436740.047593
poly_add_n,16384,32,512,0.459775984,35634745.093088
poly_add_n,16384,64,256,0.362496018,45197737.817581
poly_add_n,16384,128,128,0.354303986,46242776.415365
poly_add_n,16384,192,86,0.350207984,46783627.808626
poly_add_n,16384,256,64,0.356351972,45977015.155068
poly_add_n,16384,512,32,0.350207984,46783627.808626
poly_add_n,16384,1024,16,0.361472011,45325777.706104
poly_reduce_n,16384,16,1024,0.713728011,22955523.330206
poly_reduce_n,16384,32,512,0.402431995,40712468.731933
poly_reduce_n,16384,64,256,0.294912010,55555553.590508
poly_reduce_n,16384,128,128,0.292863995,55944056.930350
poly_reduce_n,16384,192,86,0.288767993,56737589.939404
poly_reduce_n,16384,256,64,0.295935988,55363323.964518
poly_reduce_n,16384,512,32,0.291840017,56140347.637372
poly_reduce_n,16384,1024,16,0.304127991,53872055.430942
pack_ciphertext_n,16384,16,1024,10.207232475,1605136.361857
pack_ciphertext_n,16384,32,512,14.035967827,1167286.802173
pack_ciphertext_n,16384,64,256,12.681216240,1291989.639638
pack_ciphertext_n,16384,128,128,13.350912094,1227182.074491
pack_ciphertext_n,16384,192,86,5.951488018,2752924.974452
pack_ciphertext_n,16384,256,64,15.183872223,1079039.638867
pack_ciphertext_n,16384,512,32,16.364543915,1001188.917046
pack_ciphertext_n,16384,1024,16,16.240640640,1008827.198564
unpack_ciphertext_n,16384,16,1024,4.117504120,3979109.558366
unpack_ciphertext_n,16384,32,512,12.326911926,1329124.447225
unpack_ciphertext_n,16384,64,256,13.430784225,1219884.090531
unpack_ciphertext_n,16384,128,128,12.936191559,1266524.225888
unpack_ciphertext_n,16384,192,86,5.145599842,3184079.699716
unpack_ciphertext_n,16384,256,64,13.088768005,1251760.287391
unpack_ciphertext_n,16384,512,32,14.070783615,1164398.547242
unpack_ciphertext_n,16384,1024,16,14.164992332,1156654.350067
unpack_sk_n,16384,16,1024,3.121151924,5249343.959618
unpack_sk_n,16384,32,512,8.317952156,1969715.585350
unpack_sk_n,16384,64,256,10.262528419,1596487.661742
unpack_sk_n,16384,128,128,10.086400032,1624365.477073
unpack_sk_n,16384,192,86,4.025343895,4070211.248415
unpack_sk_n,16384,256,64,10.051584244,1629991.810510
unpack_sk_n,16384,512,32,10.165247917,1611765.904137
unpack_sk_n,16384,1024,16,9.639936447,1699596.267033
poly_sub_n,16384,16,1024,0.752640009,21768707.224814
poly_sub_n,16384,32,512,0.231424004,70796459.002426
poly_sub_n,16384,64,256,0.180224001,90909090.199054
poly_sub_n,16384,128,128,0.180224001,90909090.199054
poly_sub_n,16384,192,86,0.177151993,92485552.830730
poly_sub_n,16384,256,64,0.181247994,90395483.066955
poly_sub_n,16384,512,32,0.176128000,93023255.802872
poly_sub_n,16384,1024,16,0.183295995,89385477.300068
poly_tomsg_n,16384,16,1024,1.233919978,13278008.533968
poly_tomsg_n,16384,32,512,1.059839964,15458937.724437
poly_tomsg_n,16384,64,256,0.392192006,41775456.268114
poly_tomsg_n,16384,128,128,0.390143991,41994751.676946
poly_tomsg_n,16384,192,86,0.386047989,42440319.497382
poly_tomsg_n,16384,256,64,0.414719999,39506172.950339
poly_tomsg_n,16384,512,32,1.012735963,16177958.126031
poly_tomsg_n,16384,1024,16,1.114112020,14705882.095035
